Order Id,order date (DateOrders),shipping date (DateOrders),Shipping Mode,Delivery Status,Late_delivery_risk,Order Status,Customer Id,Customer Segment,Customer Country,Market,Order Region,Category Name,Product Card Id,Order Item Quantity,Sales,Order Item Discount Rate,Benefit per order,Days for shipment (scheduled),Days for shipping (real),Order Item Profit Ratio
1020,01/02/2022 14:00,01/06/2022 14:00,Second Class,Shipping canceled,0,CLOSED,67042,Corporate,Brazil,LATAM,Europe,Furniture,801,30,4991.3,0.249,1379.98,6,4,0.2765
1021,01/02/2022 16:00,01/06/2022 16:00,Standard Class,Late delivery,1,PROCESSING,25054,Home Office,Brazil,LATAM,LATAM,Books,4403,15,3837.57,0.444,273.7,5,4,0.0713
1022,01/02/2022 18:00,01/05/2022 18:00,Same Day,Late delivery,1,CLOSED,90483,Consumer,France,Europe,Africa,Clothing,4461,13,3057.74,0.441,1061.44,4,3,0.3471
1023,01/02/2022 20:00,01/04/2022 20:00,Second Class,Late delivery,1,SUSPECTED_FRAUD,38621,Consumer,Germany,USCA,LATAM,Clothing,5233,49,18289.53,0.152,5732.81,4,2,0.3134
1024,01/02/2022 22:00,01/09/2022 22:00,First Class,Shipping canceled,0,CANCELED,50320,Consumer,Germany,Europe,USCA,Furniture,8613,9,2231.15,0.217,321.73,6,7,0.1442
1025,01/03/2022 00:00,01/09/2022 00:00,Same Day,Late delivery,1,SUSPECTED_FRAUD,63486,Corporate,Brazil,USCA,Europe,Electronics,7027,10,3049.6,0.045,729.26,5,6,0.2391
1026,01/03/2022 02:00,01/08/2022 02:00,Same Day,Shipping canceled,0,SUSPECTED_FRAUD,80859,Home Office,Brazil,USCA,Pacific Asia,Electronics,3690,46,10787.49,0.235,1721.72,5,5,0.1596
1027,01/03/2022 04:00,01/06/2022 04:00,Standard Class,Late delivery,1,PENDING,75855,Consumer,United States,Europe,Europe,Electronics,7292,27,4341.52,0.27,1104.36,5,3,0.2544
1028,01/03/2022 06:00,01/09/2022 06:00,First Class,Shipping canceled,0,PENDING,95979,Home Office,France,Africa,Europe,Furniture,5087,3,437.57,0.113,122.87,3,6,0.2808
1029,01/03/2022 08:00,01/07/2022 08:00,Standard Class,Late delivery,1,SUSPECTED_FRAUD,74167,Home Office,United States,Europe,Africa,Furniture,2315,21,4537.66,0.275,-184.73,5,4,-0.0407
1030,01/03/2022 10:00,01/07/2022 10:00,Second Class,Advance shipping,0,PENDING,81664,Corporate,Germany,USCA,Europe,Clothing,313,28,293.88,0.405,-5.39,6,4,-0.0183
1031,01/03/2022 12:00,01/07/2022 12:00,Second Class,Shipping canceled,0,PROCESSING,61520,Home Office,Brazil,Pacific Asia,USCA,Furniture,139,13,112.97,0.0,9.56,3,4,0.0846
1032,01/03/2022 14:00,01/05/2022 14:00,First Class,Late delivery,1,PENDING,47418,Home Office,France,Europe,Pacific Asia,Electronics,2319,27,10330.86,0.103,3275.35,4,2,0.317
1033,01/03/2022 16:00,01/04/2022 16:00,Second Class,Shipping canceled,0,SUSPECTED_FRAUD,92199,Home Office,Brazil,Africa,Pacific Asia,Electronics,8208,32,811.2,0.094,88.67,5,1,0.1093
1034,01/03/2022 18:00,01/07/2022 18:00,Same Day,Late delivery,1,PROCESSING,43997,Corporate,United States,Africa,USCA,Furniture,4689,13,3249.26,0.056,991.04,4,4,0.305
1035,01/03/2022 20:00,01/10/2022 20:00,First Class,Advance shipping,0,CANCELED,65827,Consumer,India,USCA,LATAM,Furniture,4571,40,11448.54,0.075,1545.25,6,7,0.135
1036,01/03/2022 22:00,01/04/2022 22:00,Same Day,Late delivery,1,CLOSED,36238,Home Office,Brazil,Pacific Asia,LATAM,Sports,4049,23,1702.43,0.282,111.58,4,1,0.0655
1037,01/04/2022 00:00,01/11/2022 00:00,Standard Class,Shipping on time,0,CANCELED,53414,Corporate,Brazil,USCA,Pacific Asia,Clothing,2633,48,20532.67,0.046,6370.43,3,7,0.3103
1038,01/04/2022 02:00,01/10/2022 02:00,Standard Class,Advance shipping,0,CLOSED,43035,Consumer,Brazil,Africa,Africa,Clothing,7174,5,330.99,0.332,57.68,2,6,0.1743
1039,01/04/2022 04:00,01/06/2022 04:00,Same Day,Shipping on time,0,CLOSED,33252,Home Office,France,Pacific Asia,USCA,Books,226,16,4258.25,0.399,401.1,6,2,0.0942
1040,01/04/2022 06:00,01/09/2022 06:00,First Class,Advance shipping,0,PENDING,83851,Corporate,India,LATAM,Pacific Asia,Sports,6156,36,8031.69,0.417,-258.92,5,5,-0.0322
1041,01/04/2022 08:00,01/06/2022 08:00,Same Day,Shipping on time,0,COMPLETE,79054,Home Office,Brazil,LATAM,LATAM,Sports,9374,44,3840.83,0.297,-21.61,4,2,-0.0056
1042,01/04/2022 10:00,01/10/2022 10:00,Second Class,Late delivery,1,SUSPECTED_FRAUD,73134,Home Office,United States,Africa,USCA,Books,8813,11,797.87,0.089,4.57,4,6,0.0057
1043,01/04/2022 12:00,01/09/2022 12:00,Second Class,Late delivery,1,PROCESSING,17471,Consumer,India,Africa,Pacific Asia,Sports,3755,49,7614.67,0.038,730.51,4,5,0.0959
1044,01/04/2022 14:00,01/07/2022 14:00,Second Class,Late delivery,1,CLOSED,32488,Home Office,Brazil,Europe,USCA,Electronics,8561,10,1809.83,0.104,349.18,6,3,0.1929
1045,01/04/2022 16:00,01/05/2022 16:00,Standard Class,Shipping on time,0,PROCESSING,29625,Home Office,France,Pacific Asia,Pacific Asia,Sports,2452,21,1508.14,0.433,110.15,5,1,0.073
1046,01/04/2022 18:00,01/11/2022 18:00,Second Class,Shipping on time,0,CANCELED,74037,Home Office,India,Europe,Europe,Furniture,2487,16,4531.01,0.433,-107.79,6,7,-0.0238
1047,01/04/2022 20:00,01/08/2022 20:00,Same Day,Advance shipping,0,CANCELED,90319,Consumer,France,LATAM,USCA,Electronics,3500,21,2063.61,0.172,115.4,6,4,0.0559
1048,01/04/2022 22:00,01/11/2022 22:00,First Class,Late delivery,1,COMPLETE,44145,Home Office,Brazil,Africa,Africa,Electronics,274,45,15974.3,0.147,1812.65,5,7,0.1135
1049,01/05/2022 00:00,01/10/2022 00:00,Standard Class,Late delivery,1,CANCELED,39728,Home Office,Brazil,Africa,LATAM,Electronics,2729,36,2321.83,0.23,805.46,4,5,0.3469
1050,01/05/2022 02:00,01/11/2022 02:00,Standard Class,Advance shipping,0,COMPLETE,60198,Home Office,India,Europe,USCA,Books,8558,40,17040.05,0.131,1826.6,3,6,0.1072
1051,01/05/2022 04:00,01/11/2022 04:00,Standard Class,Late delivery,1,PROCESSING,98887,Corporate,Germany,Africa,Europe,Electronics,7646,13,847.55,0.441,-12.14,5,6,-0.0143
1052,01/05/2022 06:00,01/07/2022 06:00,Standard Class,Advance shipping,0,COMPLETE,43332,Home Office,India,Europe,USCA,Electronics,3357,47,9041.2,0.1,1649.53,5,2,0.1824
1053,01/05/2022 08:00,01/08/2022 08:00,Standard Class,Shipping on time,0,CANCELED,35049,Corporate,France,Europe,Pacific Asia,Books,3192,22,5164.78,0.166,1641.66,4,3,0.3179
1054,01/05/2022 10:00,01/09/2022 10:00,Same Day,Advance shipping,0,CLOSED,56946,Consumer,India,USCA,Pacific Asia,Clothing,3536,32,1666.68,0.193,441.13,2,4,0.2647
1055,01/05/2022 12:00,01/09/2022 12:00,First Class,Shipping canceled,0,COMPLETE,92429,Home Office,France,Europe,Europe,Books,1277,35,13524.26,0.056,3847.48,6,4,0.2845
1056,01/05/2022 14:00,01/06/2022 14:00,Second Class,Late delivery,1,CLOSED,75681,Corporate,India,LATAM,Europe,Clothing,1667,33,3851.86,0.172,1237.57,6,1,0.3213
1057,01/05/2022 16:00,01/09/2022 16:00,Standard Class,Late delivery,1,PENDING,56641,Consumer,Brazil,Europe,Africa,Sports,9927,30,5100.31,0.386,1043.61,3,4,0.2046
1058,01/05/2022 18:00,01/07/2022 18:00,Second Class,Shipping on time,0,PENDING,75801,Corporate,Brazil,Pacific Asia,Pacific Asia,Clothing,6960,24,6230.75,0.063,2168.11,4,2,0.348
1059,01/05/2022 20:00,01/11/2022 20:00,Same Day,Shipping on time,0,SUSPECTED_FRAUD,11361,Consumer,United States,Pacific Asia,Europe,Electronics,6807,32,7153.26,0.263,-262.43,2,6,-0.0367
1060,01/05/2022 22:00,01/10/2022 22:00,Standard Class,Late delivery,1,CLOSED,77785,Corporate,Germany,USCA,Africa,Books,2872,45,1193.76,0.183,338.95,6,5,0.2839
1061,01/06/2022 00:00,01/13/2022 00:00,Standard Class,Late delivery,1,CLOSED,18786,Corporate,United States,USCA,Africa,Sports,8573,20,1633.16,0.077,478.2,3,7,0.2928
1062,01/06/2022 02:00,01/12/2022 02:00,First Class,Shipping canceled,0,COMPLETE,45193,Home Office,India,Africa,LATAM,Furniture,1849,26,2191.31,0.006,693.94,3,6,0.3167
1063,01/06/2022 04:00,01/09/2022 04:00,Second Class,Shipping on time,0,PENDING,41489,Home Office,France,Pacific Asia,Africa,Sports,9688,9,1219.63,0.123,172.29,4,3,0.1413
1064,01/06/2022 06:00,01/13/2022 06:00,Standard Class,Late delivery,1,CLOSED,72143,Corporate,India,Europe,USCA,Furniture,5083,18,1342.47,0.028,355.89,3,7,0.2651
1065,01/06/2022 08:00,01/09/2022 08:00,Second Class,Shipping on time,0,PROCESSING,31602,Home Office,India,USCA,Pacific Asia,Books,3374,38,14550.98,0.17,407.9,5,3,0.028
1066,01/06/2022 10:00,01/09/2022 10:00,Same Day,Late delivery,1,COMPLETE,31483,Consumer,United States,Pacific Asia,LATAM,Furniture,7528,32,5261.05,0.365,1006.19,6,3,0.1913
1067,01/06/2022 12:00,01/13/2022 12:00,First Class,Shipping on time,0,SUSPECTED_FRAUD,89582,Home Office,Brazil,LATAM,USCA,Sports,4229,11,2332.45,0.324,217.99,6,7,0.0935
1068,01/06/2022 14:00,01/09/2022 14:00,First Class,Late delivery,1,COMPLETE,52968,Consumer,France,Pacific Asia,USCA,Books,2768,27,2820.02,0.426,531.49,4,3,0.1885
1069,01/06/2022 16:00,01/07/2022 16:00,Second Class,Advance shipping,0,CANCELED,76731,Home Office,United States,LATAM,Pacific Asia,Clothing,6867,40,4581.04,0.192,1008.86,2,1,0.2202
1070,01/06/2022 18:00,01/10/2022 18:00,Second Class,Shipping canceled,0,COMPLETE,62479,Home Office,France,LATAM,Pacific Asia,Books,7247,7,1211.15,0.319,107.58,6,4,0.0888
1071,01/06/2022 20:00,01/12/2022 20:00,Same Day,Late delivery,1,PROCESSING,65790,Consumer,Germany,Pacific Asia,USCA,Books,6071,4,422.53,0.299,15.42,3,6,0.0365
1072,01/06/2022 22:00,01/08/2022 22:00,Same Day,Shipping canceled,0,PROCESSING,71782,Consumer,India,Africa,Europe,Furniture,4673,20,3158.8,0.098,248.52,6,2,0.0787
1073,01/07/2022 00:00,01/11/2022 00:00,Second Class,Shipping canceled,0,SUSPECTED_FRAUD,70082,Home Office,Brazil,Europe,LATAM,Furniture,3354,33,6524.82,0.137,1406.64,3,4,0.2156
1074,01/07/2022 02:00,01/08/2022 02:00,Standard Class,Late delivery,1,SUSPECTED_FRAUD,92078,Home Office,France,USCA,Pacific Asia,Sports,4096,16,3113.11,0.238,687.22,4,1,0.2208
1075,01/07/2022 04:00,01/12/2022 04:00,Second Class,Late delivery,1,SUSPECTED_FRAUD,80641,Home Office,France,Europe,Africa,Electronics,8755,41,12956.74,0.358,3194.18,4,5,0.2465
1076,01/07/2022 06:00,01/11/2022 06:00,Standard Class,Advance shipping,0,CANCELED,37428,Consumer,France,Europe,Africa,Clothing,3658,42,3843.32,0.208,2.36,4,4,0.0006
1077,01/07/2022 08:00,01/10/2022 08:00,Standard Class,Advance shipping,0,SUSPECTED_FRAUD,25259,Corporate,Brazil,Africa,LATAM,Sports,9674,27,5977.85,0.102,1658.3,2,3,0.2774
1078,01/07/2022 10:00,01/09/2022 10:00,Standard Class,Advance shipping,0,COMPLETE,86074,Corporate,Germany,Europe,USCA,Electronics,1541,19,830.16,0.447,187.0,4,2,0.2253
1079,01/07/2022 12:00,01/11/2022 12:00,Same Day,Late delivery,1,CANCELED,43528,Home Office,United States,Africa,Africa,Sports,1710,3,506.94,0.052,-19.16,4,4,-0.0378
1080,01/07/2022 14:00,01/12/2022 14:00,Standard Class,Shipping on time,0,SUSPECTED_FRAUD,38000,Home Office,United States,Africa,Pacific Asia,Furniture,3392,41,8414.84,0.43,708.86,6,5,0.0842
1081,01/07/2022 16:00,01/14/2022 16:00,Second Class,Shipping canceled,0,CLOSED,19997,Home Office,United States,Pacific Asia,USCA,Books,129,44,2556.62,0.364,349.45,4,7,0.1367
1082,01/07/2022 18:00,01/11/2022 18:00,First Class,Late delivery,1,SUSPECTED_FRAUD,59671,Corporate,India,Pacific Asia,Europe,Electronics,8803,22,4006.26,0.378,377.58,6,4,0.0942
1083,01/07/2022 20:00,01/09/2022 20:00,Standard Class,Late delivery,1,CANCELED,56088,Consumer,Germany,USCA,Africa,Sports,3469,26,3526.52,0.358,-10.7,3,2,-0.003
1084,01/07/2022 22:00,01/13/2022 22:00,Same Day,Late delivery,1,CLOSED,84528,Home Office,Germany,Africa,USCA,Sports,1111,37,1023.43,0.094,33.71,3,6,0.0329
1085,01/08/2022 00:00,01/13/2022 00:00,Standard Class,Late delivery,1,PENDING,77375,Consumer,Brazil,Africa,Africa,Electronics,6223,35,11683.42,0.285,-469.39,2,5,-0.0402
1086,01/08/2022 02:00,01/13/2022 02:00,Same Day,Late delivery,1,COMPLETE,75082,Consumer,United States,Europe,Pacific Asia,Furniture,9586,7,967.48,0.341,-12.35,5,5,-0.0128
1087,01/08/2022 04:00,01/09/2022 04:00,Second Class,Late delivery,1,SUSPECTED_FRAUD,58462,Consumer,United States,Pacific Asia,LATAM,Clothing,9937,33,8612.29,0.336,486.77,2,1,0.0565
1088,01/08/2022 06:00,01/11/2022 06:00,First Class,Late delivery,1,PROCESSING,87657,Corporate,France,Europe,LATAM,Electronics,1164,46,8525.1,0.122,2369.88,3,3,0.278
1089,01/08/2022 08:00,01/14/2022 08:00,Standard Class,Shipping on time,0,CLOSED,98496,Consumer,France,LATAM,Pacific Asia,Electronics,7948,37,15929.71,0.082,2559.19,6,6,0.1607
1090,01/08/2022 10:00,01/14/2022 10:00,First Class,Shipping canceled,0,SUSPECTED_FRAUD,83338,Corporate,Brazil,Africa,USCA,Sports,3683,24,3042.25,0.148,364.46,5,6,0.1198
1091,01/08/2022 12:00,01/12/2022 12:00,First Class,Advance shipping,0,PENDING,41318,Consumer,India,Pacific Asia,Pacific Asia,Sports,8377,26,4261.28,0.216,915.6,4,4,0.2149
1092,01/08/2022 14:00,01/14/2022 14:00,Standard Class,Late delivery,1,PROCESSING,34870,Home Office,Brazil,USCA,Europe,Books,6101,13,3671.65,0.258,611.71,6,6,0.1666
1093,01/08/2022 16:00,01/14/2022 16:00,Second Class,Advance shipping,0,CLOSED,10118,Corporate,India,USCA,Pacific Asia,Electronics,7343,33,3600.29,0.377,9.38,5,6,0.0026
1094,01/08/2022 18:00,01/11/2022 18:00,Standard Class,Shipping on time,0,CANCELED,99363,Consumer,Germany,Europe,Europe,Electronics,8393,12,1454.71,0.346,56.81,6,3,0.0391
1095,01/08/2022 20:00,01/15/2022 20:00,Standard Class,Advance shipping,0,COMPLETE,75937,Home Office,France,USCA,USCA,Clothing,8963,17,5885.71,0.304,229.6,5,7,0.039
1096,01/08/2022 22:00,01/11/2022 22:00,Second Class,Shipping on time,0,CANCELED,94328,Corporate,France,USCA,Pacific Asia,Sports,1521,13,3207.18,0.119,609.3,4,3,0.19
1097,01/09/2022 00:00,01/11/2022 00:00,Standard Class,Shipping canceled,0,PROCESSING,80886,Consumer,United States,Europe,LATAM,Sports,7265,17,4620.57,0.215,622.16,2,2,0.1347
1098,01/09/2022 02:00,01/14/2022 02:00,Standard Class,Late delivery,1,SUSPECTED_FRAUD,48715,Corporate,India,LATAM,Africa,Sports,1496,18,4943.88,0.151,519.28,3,5,0.105
1099,01/09/2022 04:00,01/14/2022 04:00,Standard Class,Late delivery,1,CLOSED,23052,Home Office,Brazil,USCA,Pacific Asia,Books,9443,5,1854.25,0.106,320.15,5,5,0.1727
1100,01/09/2022 06:00,01/10/2022 06:00,Standard Class,Advance shipping,0,COMPLETE,14248,Home Office,Brazil,Europe,Pacific Asia,Electronics,6320,36,15459.91,0.005,5226.17,3,1,0.338
1101,01/09/2022 08:00,01/15/2022 08:00,Second Class,Advance shipping,0,COMPLETE,81289,Corporate,France,Europe,Pacific Asia,Books,2007,22,5288.52,0.153,400.22,5,6,0.0757
1102,01/09/2022 10:00,01/11/2022 10:00,Standard Class,Shipping canceled,0,COMPLETE,37314,Home Office,Brazil,Pacific Asia,USCA,Electronics,2997,47,6272.94,0.115,991.61,2,2,0.1581
1103,01/09/2022 12:00,01/15/2022 12:00,Standard Class,Late delivery,1,PENDING,44135,Consumer,France,USCA,USCA,Furniture,8966,9,108.93,0.257,15.48,2,6,0.1421
1104,01/09/2022 14:00,01/10/2022 14:00,First Class,Late delivery,1,PROCESSING,85252,Home Office,Germany,LATAM,LATAM,Clothing,6479,33,9915.65,0.028,2346.61,3,1,0.2367
1105,01/09/2022 16:00,01/15/2022 16:00,First Class,Shipping canceled,0,PENDING,53315,Home Office,Brazil,Africa,LATAM,Books,2369,9,3268.35,0.122,791.32,3,6,0.2421
1106,01/09/2022 18:00,01/15/2022 18:00,First Class,Late delivery,1,COMPLETE,95577,Corporate,India,Africa,USCA,Furniture,8222,27,6033.41,0.02,1457.84,6,6,0.2416
1107,01/09/2022 20:00,01/15/2022 20:00,First Class,Advance shipping,0,COMPLETE,59193,Corporate,Germany,Europe,Africa,Clothing,7210,25,1538.07,0.289,47.08,3,6,0.0306
1108,01/09/2022 22:00,01/14/2022 22:00,Second Class,Shipping canceled,0,CLOSED,84849,Corporate,Brazil,LATAM,Europe,Furniture,860,22,2415.92,0.256,313.19,4,5,0.1296
1109,01/10/2022 00:00,01/14/2022 00:00,Same Day,Late delivery,1,CANCELED,21333,Consumer,Germany,Africa,Pacific Asia,Electronics,2904,33,7204.2,0.152,1977.34,4,4,0.2745
1110,01/10/2022 02:00,01/15/2022 02:00,Same Day,Shipping on time,0,PENDING,45706,Home Office,Germany,Pacific Asia,Europe,Clothing,8459,41,16051.31,0.066,1647.06,3,5,0.1026
1111,01/10/2022 04:00,01/12/2022 04:00,Same Day,Shipping canceled,0,CLOSED,26479,Home Office,India,LATAM,Europe,Books,3572,16,819.54,0.431,281.68,6,2,0.3437
1112,01/10/2022 06:00,01/16/2022 06:00,Standard Class,Shipping on time,0,PENDING,15088,Home Office,India,LATAM,Europe,Electronics,472,42,9534.14,0.263,914.46,5,6,0.0959
1113,01/10/2022 08:00,01/14/2022 08:00,First Class,Shipping on time,0,PROCESSING,99247,Consumer,France,Pacific Asia,LATAM,Furniture,6077,10,2622.76,0.306,390.97,2,4,0.1491
1114,01/10/2022 10:00,01/14/2022 10:00,Second Class,Late delivery,1,COMPLETE,56581,Home Office,India,USCA,Europe,Electronics,8997,15,5346.1,0.239,747.44,3,4,0.1398
1115,01/10/2022 12:00,01/14/2022 12:00,Same Day,Late delivery,1,PENDING,41831,Corporate,Germany,Pacific Asia,USCA,Clothing,5608,16,639.75,0.363,78.99,2,4,0.1235
1116,01/10/2022 14:00,01/14/2022 14:00,Same Day,Advance shipping,0,CANCELED,43874,Home Office,Brazil,USCA,Pacific Asia,Sports,9757,47,13007.03,0.403,3749.31,3,4,0.2883
1117,01/10/2022 16:00,01/11/2022 16:00,Same Day,Shipping canceled,0,SUSPECTED_FRAUD,31682,Home Office,Germany,Africa,Pacific Asia,Furniture,1229,6,1503.96,0.172,18.21,5,1,0.0121
1118,01/10/2022 18:00,01/11/2022 18:00,Second Class,Late delivery,1,CLOSED,21067,Home Office,Brazil,Pacific Asia,USCA,Sports,6707,20,5298.69,0.311,938.22,6,1,0.1771
1119,01/10/2022 20:00,01/12/2022 20:00,Second Class,Shipping on time,0,COMPLETE,92202,Home Office,India,Africa,USCA,Books,6531,21,595.63,0.103,117.6,4,2,0.1974
1120,01/10/2022 22:00,01/11/2022 22:00,Standard Class,Late delivery,1,CANCELED,19526,Consumer,Germany,Pacific Asia,USCA,Sports,9843,40,7226.67,0.293,2099.26,2,1,0.2905
1121,01/11/2022 00:00,01/15/2022 00:00,First Class,Late delivery,1,PENDING,44621,Consumer,Brazil,Africa,Europe,Electronics,5258,24,6163.78,0.18,1193.8,2,4,0.1937
1122,01/11/2022 02:00,01/16/2022 02:00,First Class,Shipping on time,0,PENDING,23773,Consumer,Germany,USCA,Africa,Electronics,8236,48,7507.65,0.003,2507.62,4,5,0.334
1123,01/11/2022 04:00,01/16/2022 04:00,First Class,Late delivery,1,SUSPECTED_FRAUD,93664,Corporate,Brazil,Africa,USCA,Clothing,1539,37,4611.75,0.43,1378.3,3,5,0.2989
1124,01/11/2022 06:00,01/15/2022 06:00,Standard Class,Shipping on time,0,SUSPECTED_FRAUD,28523,Home Office,United States,Europe,Europe,Books,539,35,5954.98,0.391,532.95,4,4,0.0895
1125,01/11/2022 08:00,01/17/2022 08:00,First Class,Advance shipping,0,PENDING,45456,Home Office,Brazil,Europe,USCA,Clothing,7192,37,8954.93,0.131,2632.41,2,6,0.294
1126,01/11/2022 10:00,01/15/2022 10:00,Standard Class,Advance shipping,0,CANCELED,77840,Corporate,Germany,USCA,USCA,Electronics,137,8,113.37,0.449,37.8,3,4,0.3334
1127,01/11/2022 12:00,01/12/2022 12:00,Second Class,Advance shipping,0,CANCELED,61321,Home Office,Germany,USCA,USCA,Books,8759,23,4386.49,0.143,231.95,4,1,0.0529
1128,01/11/2022 14:00,01/17/2022 14:00,Same Day,Late delivery,1,SUSPECTED_FRAUD,44352,Consumer,France,Pacific Asia,LATAM,Books,305,29,2552.2,0.206,495.34,3,6,0.1941
1129,01/11/2022 16:00,01/16/2022 16:00,First Class,Late delivery,1,SUSPECTED_FRAUD,60730,Corporate,Brazil,LATAM,Europe,Sports,6915,11,3113.6,0.383,195.29,3,5,0.0627
1130,01/11/2022 18:00,01/16/2022 18:00,Second Class,Late delivery,1,CLOSED,49323,Corporate,France,USCA,Africa,Sports,4573,6,2528.99,0.137,530.65,3,5,0.2098
1131,01/11/2022 20:00,01/15/2022 20:00,First Class,Late delivery,1,COMPLETE,36037,Consumer,United States,Pacific Asia,Africa,Electronics,6489,7,855.43,0.203,-10.73,2,4,-0.0125
1132,01/11/2022 22:00,01/15/2022 22:00,Second Class,Shipping on time,0,COMPLETE,63853,Corporate,India,LATAM,Africa,Furniture,6270,39,2503.96,0.3,610.15,3,4,0.2437
1133,01/12/2022 00:00,01/13/2022 00:00,Standard Class,Shipping canceled,0,COMPLETE,42873,Home Office,Germany,LATAM,LATAM,Sports,4497,33,3529.17,0.059,416.19,3,1,0.1179
1134,01/12/2022 02:00,01/16/2022 02:00,First Class,Late delivery,1,PROCESSING,96411,Home Office,United States,LATAM,Europe,Electronics,4866,14,2738.5,0.19,506.41,6,4,0.1849
1135,01/12/2022 04:00,01/18/2022 04:00,Standard Class,Late delivery,1,PROCESSING,51685,Home Office,France,LATAM,USCA,Books,5082,37,13949.54,0.139,-553.17,6,6,-0.0397
1136,01/12/2022 06:00,01/15/2022 06:00,Same Day,Advance shipping,0,PROCESSING,78081,Home Office,India,LATAM,Pacific Asia,Furniture,6802,35,6142.55,0.305,1401.59,4,3,0.2282
1137,01/12/2022 08:00,01/17/2022 08:00,First Class,Advance shipping,0,COMPLETE,31098,Corporate,France,Africa,USCA,Books,7130,41,1248.14,0.061,185.22,3,5,0.1484
