Order Id,order date (DateOrders),shipping date (DateOrders),Shipping Mode,Delivery Status,Late_delivery_risk,Order Status,Customer Id,Customer Segment,Customer Country,Market,Order Region,Category Name,Product Card Id,Order Item Quantity,Sales,Order Item Discount Rate,Benefit per order,Days for shipment (scheduled),Days for shipping (real),Order Item Profit Ratio,Product Description,Order Zipcode,Sales_copy,Sales_copy2
,01/04/2022 12:00,12/21/2021 12:00,,Pending,0,PENDING,45801.0,,Brazil,,,,,46.0,10560.65,0.421,,6,6,0.3463,,,10561.707299235477,10559.588562691879
1044.0,01/04/2022 14:00,12/31/2021 14:00,Road,???,0,,,Corporate,,,,,,5.0,718.97,,196.09,6,3,0.2727,,,719.040980755092,718.9032925864435
1045.0,01/04/2022 16:00,01/01/2022 16:00,,Advance shipping,0,CANCELED,88944.0,,,,,,,35.0,606.45,,,4,6,0.079,,,606.5173808745262,606.3995307387951
1046.0,01/04/2022 18:00,01/06/2022 18:00,Air,Delivered,0,CLOSED,52080.0,,United States,Pacific Asia,USCA,Clothing,,43.0,21921951.79,,1252.26,6,2,0.115,,,21924143.981641985,21919759.599549007
1047.0,01/04/2022 20:00,01/05/2022 20:00,N/A,,0,,98300.0,,,Pacific Asia,,,,11.0,2155.62,0.116,126.46,5,1,0.0587,,,2155.8365943289195,2155.394164332613
,01/04/2022 22:00,01/11/2022 22:00,Road,Delivered,0,,70427.0,Consumer,,,,Books,,25.0,,0.061,1212.51,2,7,0.1114,,,,
1049.0,01/05/2022 00:00,01/07/2022 00:00,Sea,,0,PENDING,62327.0,Corporate,France,LATAM,Africa,,,49.0,17878.32,0.226,-319.96,5,2,-0.0179,,,17880.10128130227,17876.53135233626
1050.0,01/05/2022 02:00,01/12/2022 02:00,UNKNOWN,???,0,PENDING,64200.0,,,,,,,889626.0,,0.185,1324.08,3,7,0.284,,,,
1051.0,01/05/2022 04:00,12/13/2021 04:00,N/A,,0,COMPLETE,42316.0,,,,,Electronics,5277.0,17.0,6387.05,0.086,,6,5,0.163,,,6387.6910572443585,6386.425650553087
,01/05/2022 06:00,01/09/2022 06:00,UNKNOWN,Returned,0,,,Consumer,,,LATAM,,,18.0,,0.375,561.22,3,4,0.192,,,,
1053.0,01/05/2022 08:00,12/08/2021 08:00,Road,Delivered,0,,37845.0,,,,USCA,Books,,-202.0,-480940.75,0.27,34.26,4,5,0.0287,,,-480988.84547609626,-480892.66398568056
1054.0,01/05/2022 10:00,01/09/2022 10:00,Same Day,,0,,98204.0,Corporate,,,Pacific Asia,Furniture,7073.0,47.0,15022017.88,0.282,271.27,6,4,0.1307,,,15023520.06705117,15020515.676896503
1055.0,01/05/2022 12:00,12/11/2021 12:00,,Pending,0,,63524.0,,India,,,,,44.0,,,,5,3,0.1349,,,,
,01/05/2022 14:00,01/12/2022 14:00,Road,Delivered,0,,,Consumer,United States,,,,,40.0,7452.98,,-84.71,2,7,-0.0114,,,7453.719275690814,7452.251394833411
1057.0,01/05/2022 16:00,01/06/2022 16:00,First Class,,0,,33392.0,Corporate,Brazil,,USCA,,6361.0,20.0,,0.304,,6,1,-0.0378,,,,
1058.0,01/05/2022 18:00,01/11/2022 18:00,N/A,Shipping on time,0,PROCESSING,81778.0,Consumer,,,,,2414.0,23.0,8486.71,,1673.42,4,6,0.1972,,,8487.566639296483,8485.854806691888
1059.0,01/05/2022 20:00,01/10/2022 20:00,N/A,,0,PROCESSING,,,India,,Africa,,6972.0,19.0,3712.44,,20749843.04,4,5,0.1787,,,3712.7872773668773,3712.0753697152927
,01/05/2022 22:00,12/25/2021 22:00,Air,,1,PENDING,,,Germany,Europe,Pacific Asia,Sports,,18.0,5912.15,0.235,1231.91,2,2,0.2084,,,5912.729422808191,5911.5602380812425
1061.0,01/06/2022 00:00,01/11/2022 00:00,Road,Pending,0,CANCELED,24003.0,,United States,,Europe,Furniture,,4.0,596.12,0.083,183.85,2,5,0.3084,,,596.1923631901582,596.0447932762646
1062.0,01/06/2022 02:00,01/13/2022 02:00,Standard Class,???,0,PROCESSING,76619.0,,United States,,,,,11.0,21783792.33,,958.23,4,7,0.3493,,,21785970.708591387,21781613.937333345
,01/06/2022 04:00,12/22/2021 04:00,,Delivered,0,,,,,,Pacific Asia,,,-130.0,-14476.71,0.114,473.46,3,3,0.2857,,,-14478.172481784872,-14475.270269493716
1064.0,01/06/2022 06:00,01/10/2022 06:00,,Advance shipping,0,CANCELED,54937.0,Consumer,,Africa,,Books,,14.0,1568.58,0.347,-63.9,2,4,-0.0407,,,1568.729061723735,1568.4132047484914
1065.0,01/06/2022 08:00,01/09/2022 08:00,,,0,PENDING,,,,USCA,,,,8.0,1989.55,,144.82,2,3,0.0728,,,1989.735427551506,1989.3401142376038
,01/06/2022 10:00,12/17/2021 10:00,,???,0,,50665.0,,France,Pacific Asia,Africa,,,22.0,21933957.29,0.124,84.82,5,1,0.261,,,21936150.678952493,21931763.89878073
,01/06/2022 12:00,01/07/2022 12:00,Same Day,Late delivery,1,,24009.0,,Brazil,Europe,USCA,,,40.0,,,,4,1,0.3105,,,,
,01/06/2022 14:00,01/08/2022 14:00,Road,???,0,,96792.0,Home Office,,,,Furniture,,520078.0,397.04,,124.97,4,2,0.3148,,,397.0971344884855,396.98733322041465
1069.0,01/06/2022 16:00,01/11/2022 16:00,Air,Late delivery,0,,13247.0,,,,,,,37.0,7719.11,,1685.91,4,5,0.2184,,,7719.87092617708,7718.3366345327295
1070.0,01/06/2022 18:00,01/12/2022 18:00,,???,0,,71697.0,Consumer,,USCA,LATAM,,,702350.0,,0.358,,6,6,0.2888,,,,
1071.0,01/06/2022 20:00,01/07/2022 20:00,,Late delivery,0,,,Consumer,Germany,,Africa,,,17.0,,,4.77,4,1,0.014,,,,
1072.0,01/06/2022 22:00,12/16/2021 22:00,,Returned,0,SUSPECTED_FRAUD,71418.0,,,USCA,,,4045.0,-479.0,-70516.57,,1397.84,6,1,0.107,,,-70523.62144192972,-70509.52153353071
1073.0,01/07/2022 00:00,01/01/2022 00:00,Air,Delivered,1,,97172.0,,Brazil,LATAM,Pacific Asia,,7525.0,25.0,792.56,0.333,,3,7,-0.0166,,,792.6357710455046,792.4759098596849
1074.0,01/07/2022 02:00,01/13/2022 02:00,,Late delivery,0,,56754.0,,United States,,,,,10.0,3151.32,0.261,208.15,5,6,0.0661,,,3151.6344175496515,3151.020035568569
,01/07/2022 04:00,01/11/2022 04:00,Second Class,Shipping on time,0,,10761.0,Consumer,,,,,,-282.0,-30368.68,0.191,2175.94,5,4,0.2605,,,-30371.70077597837,-30365.629394875847
1076.0,01/07/2022 06:00,01/13/2022 06:00,UNKNOWN,,0,SUSPECTED_FRAUD,,Home Office,,Europe,,,,13.0,,0.4,64.58,3,6,0.0245,,,,
1077.0,01/07/2022 08:00,12/24/2021 08:00,UNKNOWN,Shipping on time,0,,30980.0,Consumer,,LATAM,,,3269.0,27.0,,0.39,26502467.4,2,2,0.247,,,,
,01/07/2022 10:00,01/08/2022 10:00,,Delivered,1,,42266.0,,,,LATAM,,,3.0,646.36,0.315,166.34,2,1,0.2573,,,646.4386859530009,646.2931503016567
,01/07/2022 12:00,01/14/2022 12:00,Same Day,Returned,0,,89526.0,Home Office,,,,,6932.0,-495.0,-184502.3,0.077,,5,7,0.3019,,,-184520.73301247947,-184483.86084395385
1080.0,01/07/2022 14:00,01/06/2022 14:00,First Class,,1,,,,,,,,9808.0,19.0,17726663.02,,,2,3,0.3369,,,17728435.689681858,17724890.35628865
1081.0,01/07/2022 16:00,12/16/2021 16:00,First Class,Advance shipping,0,,56077.0,,,,LATAM,,,26.0,8251.18,,2053.3,5,3,0.2488,,,8251.98702055416,8250.350598470839
1082.0,01/07/2022 18:00,01/11/2022 18:00,,???,0,CLOSED,,,,,Pacific Asia,,,24.0,34684304.76,0.115,2312.76,5,4,0.2202,,,34687773.198341824,34680836.32955366
1083.0,01/07/2022 20:00,01/12/2022 20:00,,???,0,,,,,,,Furniture,6012.0,5.0,797.1,0.348,,5,5,0.2635,,,797.1881675361218,796.9972137730381
1084.0,01/07/2022 22:00,01/08/2022 22:00,Air,,0,,,,Germany,,Africa,Sports,,6.0,1246.49,,32.03,2,1,0.0257,,,1246.6182139296436,1246.3612296681242
,01/08/2022 00:00,01/13/2022 00:00,,Pending,0,,71644.0,,,,Europe,,,6.0,2234.32,0.127,35011029.61,2,5,0.2455,,,2234.5392217818016,2234.109776718094
1086.0,01/08/2022 02:00,12/16/2021 02:00,N/A,???,0,CLOSED,12843.0,,,,LATAM,Sports,,996412.0,,,471.94,3,5,0.3138,,,,
1087.0,01/08/2022 04:00,01/14/2022 04:00,Air,,0,,89843.0,Corporate,Brazil,,,,,41.0,3059.55,0.023,,4,6,0.1313,,,3059.8652815641994,3059.216543874927
1088.0,01/08/2022 06:00,01/15/2022 06:00,N/A,Shipping canceled,0,,54897.0,,,,LATAM,,,14.0,1867.04,0.153,,2,7,-0.0412,,,1867.230936041714,1866.8601138028282
1089.0,01/08/2022 08:00,01/14/2022 08:00,,Pending,0,PENDING,54334.0,Corporate,,,USCA,Books,,852075.0,10989.01,,930.82,4,6,0.0847,,,10990.120007415337,10987.923643910066
1090.0,01/08/2022 10:00,01/13/2022 10:00,Air,,0,PROCESSING,91090.0,Home Office,,,,Electronics,,25.0,,0.253,36271762.12,2,5,-0.0114,,,,
1091.0,01/08/2022 12:00,01/15/2022 12:00,Sea,Pending,0,COMPLETE,,,,,Africa,,,49.0,11576.99,0.083,2321.76,2,7,0.2005,,,11578.152510843245,11575.83460430942
1092.0,01/08/2022 14:00,01/01/2022 14:00,Sea,,0,,19550.0,,,,,Clothing,,49.0,,0.122,1475.52,3,4,0.2839,,,,
1093.0,01/08/2022 16:00,01/09/2022 16:00,,Advance shipping,0,,37029.0,,India,,Europe,,,30.0,,0.215,,4,1,-0.0134,,,,
1094.0,01/08/2022 18:00,01/15/2022 18:00,N/A,Late delivery,0,,,,,USCA,,,,790711.0,16719.73,,2022.68,4,7,0.121,,,16721.419960582665,16718.065014473774
1095.0,01/08/2022 20:00,01/15/2022 20:00,Same Day,Shipping on time,0,CLOSED,95556.0,,,,,,,20.0,2474.03,0.145,541.94,5,7,0.2191,,,2474.2772455974928,2473.780917256144
1096.0,01/08/2022 22:00,12/22/2021 22:00,,Returned,0,,,,Brazil,Africa,Europe,,,348824.0,5125.78,0.43,1604.27,2,7,0.313,,,5126.274693357509,5125.26811547699
1097.0,01/09/2022 00:00,01/06/2022 00:00,,???,0,,,Home Office,,,,,,7.0,,0.026,70.04,2,7,0.0382,,,,
,01/09/2022 02:00,01/16/2022 02:00,Road,,0,,54860.0,Corporate,France,Pacific Asia,LATAM,Electronics,,337299.0,7852.07,,,6,7,0.1612,,,7852.875991654673,7851.325243864235
1099.0,01/09/2022 04:00,12/18/2021 04:00,,Advance shipping,0,SUSPECTED_FRAUD,26419.0,Consumer,,,,,9774.0,33.0,7028.82,0.418,,4,5,-0.0431,,,7029.519566732594,7028.125145045964
1100.0,01/09/2022 06:00,01/10/2022 06:00,,Delivered,0,COMPLETE,57943.0,,,LATAM,,,,28.0,3315.37,,351.66,5,1,0.1061,,,3315.6981021457104,3315.041489799444
1101.0,01/09/2022 08:00,01/15/2022 08:00,First Class,,0,PROCESSING,30904.0,Home Office,Brazil,,,,,12.0,,0.388,14.5,5,6,0.0881,,,,
,01/09/2022 10:00,12/16/2021 10:00,,Late delivery,0,,,Consumer,,,,,,17.0,4826.04,0.364,100.81,3,1,0.0209,,,4826.519806225689,4825.556938165698
1103.0,01/09/2022 12:00,01/11/2022 12:00,,Pending,0,SUSPECTED_FRAUD,80976.0,Home Office,,,,,,13.0,4122.7,,30.12,2,2,0.0073,,,4123.123389985937,4122.288696498594
1104.0,01/09/2022 14:00,01/14/2022 14:00,,Returned,0,CLOSED,85358.0,Consumer,Germany,Africa,USCA,,,42.0,16647325.45,0.081,,6,5,0.0977,,,16648990.187648138,16645660.719252998
1105.0,01/09/2022 16:00,12/21/2021 16:00,,,0,,,,,LATAM,,,,7.0,2387.69,0.271,28061149.0,5,7,-0.0255,,,2387.9180785380463,2387.42979683788
1106.0,01/09/2022 18:00,12/20/2021 18:00,N/A,,0,,46875.0,,India,,,Furniture,,15.0,6949033.21,0.241,878.45,4,2,0.3125,,,6949728.110580541,6948338.301004165
,01/09/2022 20:00,01/11/2022 20:00,Air,,0,PENDING,11758.0,,,,Europe,,4858.0,-121.0,-315578.68,0.324,74.78,6,2,0.3315,,,-315610.23485046445,-315547.124243604
1108.0,01/09/2022 22:00,12/29/2021 22:00,Road,,1,,19851.0,,France,Europe,USCA,Clothing,,21.0,,0.053,45080794.28,4,4,0.2952,,,,
1109.0,01/10/2022 00:00,01/05/2022 00:00,First Class,Shipping canceled,0,,,,,USCA,,,6070.0,16.0,6000.84,0.129,-291.18,2,3,-0.0485,,,6001.444478398503,6000.243948399103
1110.0,01/10/2022 02:00,01/16/2022 02:00,N/A,Late delivery,1,,,Home Office,France,,Africa,,,45.0,6663.81,,30356896.69,5,6,0.0879,,,6664.477617098355,6663.1618975762785
1111.0,01/10/2022 04:00,01/12/2022 04:00,Sea,,0,,57563.0,,,,,,7985.0,25.0,7337.91,,914.52,6,2,0.1246,,,7338.654959975357,7337.182450496232
1112.0,01/10/2022 06:00,01/17/2022 06:00,Road,,0,,29162.0,,,LATAM,,Books,,17.0,2928.83,0.157,239.13,3,7,0.0816,,,2929.1304114510976,2928.542158198741
1113.0,01/10/2022 08:00,12/25/2021 08:00,Sea,Shipping canceled,0,CLOSED,,,,Africa,,,,17.0,1131.05,0.067,,2,2,0.27,,,1131.158601216312,1130.9449392334575
1114.0,01/10/2022 10:00,01/13/2022 10:00,,,0,,75111.0,,France,,,,2234.0,26.0,1617.79,0.386,356.1,6,3,0.2201,,,1617.9522063969546,1617.6426789414559
1115.0,01/10/2022 12:00,01/15/2022 12:00,,,0,,35280.0,,,,Pacific Asia,,6569.0,18.0,,,139.49,2,5,0.0281,,,,
,01/10/2022 14:00,01/16/2022 14:00,First Class,Returned,0,SUSPECTED_FRAUD,,,,,USCA,Sports,6282.0,247580.0,3803.74,0.066,-58.37,2,6,-0.0153,,,3804.1410134951284,3803.36300080439
1117.0,01/10/2022 16:00,01/14/2022 16:00,N/A,,1,CANCELED,22782.0,,,LATAM,,Clothing,130.0,7.0,16650398.87,0.337,412.64,6,4,0.19,,,16652063.916682113,16648733.833227841
,01/10/2022 18:00,01/14/2022 18:00,UNKNOWN,,0,,,,,USCA,,Clothing,,17.0,,0.064,676.01,3,4,0.2874,,,,
,01/10/2022 20:00,01/15/2022 20:00,Road,Pending,0,,,,,,,,,22.0,8520.82,0.203,1735.13,5,5,0.2036,,,8521.66972432102,8519.972255040433
1120.0,01/10/2022 22:00,01/15/2022 22:00,,Delivered,0,,18950.0,,,,Europe,,,48.0,2007.11,0.21,,4,5,0.0481,,,2007.2944518126176,2006.9027305670531
,01/11/2022 00:00,01/17/2022 00:00,N/A,Delivered,0,,82982.0,,,,Pacific Asia,,8838.0,947441.0,,0.181,587.4,6,6,0.173,,,,
1122.0,01/11/2022 02:00,12/13/2021 02:00,,,0,,84408.0,Consumer,Brazil,,,,,292459.0,,,31.05,6,1,0.1623,,,,
1123.0,01/11/2022 04:00,01/05/2022 04:00,,,0,PENDING,,Home Office,India,Pacific Asia,,,2104.0,20.0,2085.76,,,4,7,0.2648,,,2085.9771942468506,2085.562026835243
1124.0,01/11/2022 06:00,01/12/2022 06:00,,,0,,,,,Europe,LATAM,,,34.0,33093187.35,0.32,1191.75,5,1,0.1203,,,33096496.67877314,33089878.06354509
1125.0,01/11/2022 08:00,01/13/2022 08:00,,,0,,14080.0,Corporate,,Europe,Africa,Electronics,,49.0,38215764.77,0.149,,2,2,0.2384,,,38219586.3327794,38211943.19732885
,01/11/2022 10:00,01/17/2022 10:00,Air,,0,,98938.0,,,Africa,,,,3.0,,0.261,53.31,6,6,0.0539,,,,
1127.0,01/11/2022 12:00,01/13/2022 12:00,,Pending,0,,49678.0,Home Office,,,,,,429305.0,7972.51,0.161,-322.55,6,2,-0.0405,,,7973.310456864959,7971.725696498833
1128.0,01/11/2022 14:00,12/26/2021 14:00,,Pending,0,,,,,Europe,USCA,,,27.0,5543.2,0.437,1429.64,3,5,0.2579,,,5543.7551766319875,5542.635844387881
1129.0,01/11/2022 16:00,01/13/2022 16:00,Road,Pending,0,,55166.0,Corporate,France,LATAM,USCA,,6762.0,17.0,2151.75,,741.4,4,2,0.3446,,,2151.9501313027667,2151.543320479461
1130.0,01/11/2022 18:00,12/18/2021 18:00,N/A,Shipping canceled,0,,,,United States,,,,202.0,249582.0,2427.19,0.384,,6,6,0.3446,,,2427.424574463124,2426.9521390316618
,01/11/2022 20:00,01/14/2022 20:00,,Pending,0,,,,India,,,,2679.0,33.0,,0.194,2758.74,3,3,0.2504,,,,
1132.0,01/11/2022 22:00,01/12/2022 22:00,,,0,,60962.0,,France,,,,,945150.0,12518.86,0.115,21416801.79,2,1,0.2171,,,12520.119624667124,12517.606927031153
1133.0,01/12/2022 00:00,01/13/2022 00:00,,Late delivery,0,,78972.0,Home Office,,LATAM,,,6342.0,7.0,,0.036,51.96,6,1,0.0998,,,,
1134.0,01/12/2022 02:00,01/14/2022 02:00,,,0,CANCELED,,Corporate,,,,,2290.0,31.0,,0.368,,2,2,0.3198,,,,
1135.0,01/12/2022 04:00,01/18/2022 04:00,Road,,0,COMPLETE,73157.0,,,,,,5842.0,944570.0,7514.13,,28045611.28,2,6,0.1423,,,7514.878772207601,7513.366125087676
1136.0,01/12/2022 06:00,01/13/2022 06:00,Second Class,Late delivery,0,,31555.0,,,,,,,21.0,,0.37,1072.04,4,1,0.2409,,,,
1137.0,01/12/2022 08:00,12/15/2021 08:00,,Late delivery,0,PENDING,,,,,LATAM,,,27.0,6629609.03,0.306,647.61,4,5,0.1768,,,6630271.986950565,6628946.083471188
1138.0,01/12/2022 10:00,01/17/2022 10:00,,Delivered,0,,45233.0,Home Office,,,,Furniture,,762171.0,,0.017,,3,5,0.3088,,,,
1139.0,01/12/2022 12:00,12/27/2021 12:00,Sea,,0,SUSPECTED_FRAUD,,,,,,,,22.0,3952.58,0.191,18247496.28,6,3,0.2258,,,3952.965482770116,3952.1876619899394
1140.0,01/12/2022 14:00,01/07/2022 14:00,,Returned,0,PROCESSING,89440.0,Home Office,,,,Electronics,,371381.0,,,765.52,2,5,0.0727,,,,
1141.0,01/12/2022 16:00,01/05/2022 16:00,,???,0,CLOSED,51328.0,,,LATAM,,,,2.0,397.78,0.195,,6,3,0.3164,,,397.8138552493302,397.73894419204026
1142.0,01/12/2022 18:00,01/15/2022 18:00,,Returned,0,CANCELED,27235.0,,,Pacific Asia,,,3923.0,37.0,5950.82,0.301,123.63,5,3,0.0208,,,5951.421446085242,5950.220305250181
1143.0,01/12/2022 20:00,01/13/2022 20:00,Road,Returned,0,,68972.0,Consumer,,,,Books,,37.0,4608.87,0.255,161.82,3,1,0.0351,,,4609.314240022648,4608.402011360538
1144.0,01/12/2022 22:00,01/13/2022 22:00,,,1,,,,Germany,,,,,36.0,8973052.48,0.286,546.9,4,1,0.0937,,,8973949.779613888,8972155.182297122
1145.0,01/13/2022 00:00,12/17/2021 00:00,N/A,,0,,,Corporate,,,,,,445536.0,20740010.02,0.095,7944235.27,2,1,0.0971,,,20742084.036186073,20737935.994361848
1146.0,01/13/2022 02:00,01/14/2022 02:00,,Returned,0,,90713.0,Consumer,United States,LATAM,,,,4.0,,0.223,86.37,6,1,0.2794,,,,
